358.99375118	777.73377076
359.85242454	778.54552615
360.92588987	778.95140384
362.21414715	778.95140384
363.50225229	778.95140384
367.15207053	777.53096673
373.16360188	774.69009249
386.47467461	768.60253822
402.57677810	763.93541209
421.46991237	760.68871408
434.78098510	759.06538305
450.66840124	759.06538305
469.13216078	760.68871408
489.74285097	763.52957034
509.70946007	768.60253822
529.03198807	775.90761772
533.32588741	777.93680847
536.33161504	778.95140384
538.04917097	778.95140384
540.62549536	778.95140384
542.34305129	777.12513397
543.20183877	773.47259422
543.20183877	769.82005447
542.34307031	766.37043559
540.62553340	763.12373758
540.19610162	762.31198219
537.83445509	759.87694970
533.54059378	755.81864011
506.05967987	732.68589435
476.21710990	717.87282346
444.01288389	711.37942745
433.27815456	709.35023670
421.89933463	708.33564133
409.87642409	708.33564133
396.56535136	708.33564133
385.18653143	709.55314859
375.73996430	711.98816310
371.01667123	712.79991849
368.44032782	713.20579619
368.01093408	713.20579619
367.58150231	713.20579619
362.42883451	694.94309744
352.55293070	658.41769993
337.73898940	603.02084106
340.31529477	604.84702106
348.47369970	610.52875156
356.20271090	614.99297480
363.50232837	618.23969078
372.51950176	622.29805430
381.96606889	625.34183143
391.84202976	627.37102218
396.56532284	628.18277757
403.43555607	628.58865526
412.45272946	628.58865526
421.04052814	628.58865526
426.83728654	628.38571641
429.84300466	627.97983872
454.74759419	622.70394997
473.42604110	608.90546547
485.87834537	586.58438522
490.17224471	578.46764020
493.60735657	569.33629083
496.18368096	559.19033709
497.04254451	555.94363909
497.68659708	549.04440133
498.11583867	538.49262382
498.11583867	525.50583180
497.04236384	513.73656501
494.89541417	503.18482345
487.16640297	467.47118134
469.34673403	436.42459346
441.43640735	410.04505982
427.26654715	396.65235415
413.09669645	386.30346156
398.92685526	378.99838206
377.45737759	367.63506487
354.91442509	361.34458973
331.29799775	360.12695664
297.37623483	358.91004256
272.90102953	371.28814387
257.87238185	397.26126057
254.86666372	402.53713134
252.50502669	408.01594097
250.78747076	413.69768944
248.21112735	421.81434458
246.92295565	431.35148178
246.92295565	442.30910103
246.92295565	471.12354134
254.86666372	489.18330124
270.75407986	496.48838074
276.33614139	498.92346716
282.56228402	500.14101037
289.43250774	500.14101037
301.02602454	499.33033348
308.54034838	494.25740155
311.97547926	484.92221458
315.83998486	473.15283993
312.61956036	462.39806966
302.31420575	452.65790374
299.30848763	449.81711938
296.08806313	447.58506168
292.65293225	445.96173065
287.07087071	443.12076654
281.70350605	441.70028449
276.55083826	441.70028449
273.33041375	441.70028449
273.33041375	438.65674103
273.33041375	437.03358975
273.75984553	434.19271552
274.61870908	430.13411832
278.48321468	406.18967109
292.00898428	391.17363440
315.19601788	385.08600823
322.06624160	383.05679951
331.51280873	382.85368091
343.53571927	384.47665244
352.55289266	386.50586116
359.85251013	388.94094758
365.43457166	391.78191169
395.06245426	406.79776863
416.31723506	435.20642112
429.19891406	477.00786916
437.78671273	507.85151819
443.15408690	529.76668479
445.30103657	542.75336896
447.01857349	554.92849547
447.01857349	567.10363097
445.30103657	579.27877545
440.57774350	596.72979072
431.56056059	606.67281459
418.24948786	609.10784709
410.09108293	610.73117811
399.78573783	609.91951260
387.33345257	606.67285054
365.00518743	600.99112005
345.46796256	588.61306368
328.72177797	569.53868144
324.42787863	564.66863443
322.06623209	562.23361092
321.63683835	562.23361092
321.20740658	561.82773323
318.41637581	561.62479438
313.26374606	561.62479438
306.82289705	561.62479438
304.24659168	563.45097438
302.95848654	565.07430541
302.31443397	566.69765441
302.31443397	568.32102139
356.41750286	773.47200104
356.41750286	775.50119179
357.27627132	776.92161992
358.99380823	777.73328543
358.99375118	777.73377076
